cust_id,gender,age,province,religion,work_type,work_sector,tenure
103771,F,40,UTR,U,Full-time,Healthcare,37
103772,F,48,OVE,U,Part-time,Public Sector,234
103773,M,48,ZUI,U,Unemployed,,88
103774,F,47,NOB,J,Full-time,Healthcare,26
103775,M,53,ZUI,O,Full-time,Healthcare,185
103777,M,26,ZUI,J,Full-time,Education,30
103778,M,30,NOH,C,Part-time,Retail,68
103779,F,30,NOB,M,Part-time,Public Sector,77
103780,F,57,ZUI,U,Full-time,Technology,244
103781,F,31,ZUI,U,Part-time,Education,156
103782,M,26,LIM,U,Full-time,Manufacturing,96
103783,M,71,FRI,U,Retired,,99
103784,F,54,NOB,J,Part-time,Manufacturing,183
103785,M,39,NOH,U,Self-employed,Technology,37
103786,F,33,FRI,U,Full-time,Healthcare,71
103787,F,47,FRI,U,Full-time,Technology,225
103789,F,54,DRE,O,Full-time,Public Sector,217
103790,F,32,GEL,O,Full-time,Technology,145
103791,M,44,NOH,O,Part-time,Manufacturing,87
103792,F,30,ZUI,O,Part-time,Retail,144
103793,F,28,NOH,M,Full-time,Public Sector,92
103794,F,31,GEL,U,Full-time,Education,25
103795,M,62,NOH,U,Unemployed,,193
103796,M,23,ZUI,C,Full-time,Finance,60
103797,F,81,NOH,M,Retired,,303
103798,M,28,NOB,O,Full-time,Education,77
103799,F,55,ZUI,C,Full-time,Technology,176
103800,F,65,GEL,U,Retired,,300
103801,F,38,FLE,U,Full-time,Healthcare,67
103802,M,39,OVE,U,Full-time,Finance,68
103803,M,56,NOB,U,Self-employed,Retail,183
103804,F,51,DRE,U,Self-employed,Technology,271
103805,F,56,OVE,U,Full-time,Public Sector,42
103806,F,69,ZUI,M,Retired,,207
103807,F,70,GEL,C,Retired,,231
103808,M,62,GEL,U,Full-time,Retail,86
103809,F,27,ZUI,C,Full-time,Education,108
103810,M,25,ZUI,M,Full-time,Healthcare,74
103811,F,34,ZUI,C,Full-time,Finance,192
103812,M,69,GEL,U,Retired,,265
103813,F,44,FLE,U,Full-time,Healthcare,174
103814,F,38,GEL,U,Full-time,Finance,240
103815,F,59,NOB,U,Part-time,Retail,253
103816,M,33,ZEE,U,Self-employed,Manufacturing,44
103817,F,36,OVE,M,Full-time,Healthcare,134
103818,M,32,UTR,C,Full-time,Manufacturing,168
103819,F,44,LIM,J,Full-time,Education,172
103821,M,65,ZUI,C,Retired,,191
103822,M,54,UTR,O,Part-time,Retail,225
103823,F,37,NOB,M,Full-time,Finance,111
103824,M,34,LIM,J,Full-time,Healthcare,78
103825,F,32,NOH,O,Full-time,Public Sector,97
103826,F,79,NOB,C,Retired,,180
103827,M,49,NOH,C,Full-time,Finance,123
103828,M,39,LIM,O,Full-time,Technology,72
103829,M,30,NOH,C,Part-time,Retail,96
103831,F,27,NOH,U,Part-time,Healthcare,108
103832,M,37,ZUI,C,Full-time,Retail,61
103833,F,44,ZEE,O,Full-time,Manufacturing,207
103835,M,67,LIM,M,Retired,,233
103836,F,54,ZUI,M,Unemployed,,209
103837,F,26,GEL,U,Unemployed,,96
103838,F,61,NOB,M,Full-time,Healthcare,84
103839,F,33,UTR,U,Full-time,Healthcare,172
103840,F,42,ZUI,O,Self-employed,Education,59
103841,M,41,ZEE,O,Full-time,Technology,246
103842,F,47,NOB,O,Full-time,Manufacturing,176
103843,F,43,NOB,U,Part-time,Education,175
103844,F,34,GEL,C,Full-time,Finance,119
103845,F,37,ZEE,C,Part-time,Healthcare,211
103846,M,24,NOB,C,Unemployed,,72
103847,F,21,ZUI,C,Part-time,Education,36
103848,F,52,FLE,O,Full-time,Finance,204
103849,M,51,LIM,J,Full-time,Technology,47
103850,M,28,NOB,C,Full-time,Retail,84
103851,M,45,NOB,C,Full-time,Manufacturing,85
103852,F,56,NOB,M,Part-time,Education,199
103853,M,35,NOB,C,Full-time,Finance,151
103854,F,53,NOB,M,Self-employed,Retail,207
103855,F,41,NOH,J,Self-employed,Education,229
103856,M,52,LIM,O,Full-time,Manufacturing,190
103858,M,70,NOB,J,Retired,,147
103859,F,59,FRI,U,Part-time,Retail,185
103860,F,48,LIM,C,Unemployed,,34
103861,F,50,GEL,C,Full-time,Technology,89
103862,M,53,OVE,U,Part-time,Education,292
103863,F,22,LIM,C,Student,,48
103864,M,70,NOH,O,Retired,,129
103865,M,41,GEL,U,Full-time,Healthcare,60
103866,F,21,NOH,U,Student,,36
103867,M,33,UTR,O,Full-time,Retail,128
103868,F,73,NOH,U,Retired,,181
103869,M,49,NOH,J,Part-time,Healthcare,87
103870,F,49,NOB,U,Full-time,Retail,176
103871,F,40,ZUI,C,Self-employed,Technology,264
103872,F,57,NOH,C,Part-time,Retail,40
103873,F,52,UTR,C,Part-time,Healthcare,192
103874,F,29,ZUI,O,Full-time,Finance,34
103875,M,31,NOH,U,Full-time,Finance,95
103876,M,55,FLE,M,Full-time,Technology,83
103877,M,33,LIM,J,Part-time,Retail,52
103878,M,40,LIM,C,Part-time,Public Sector,64
103879,F,45,FRI,O,Part-time,Retail,64
103881,F,54,UTR,C,Self-employed,Finance,217
103882,M,35,FRI,M,Full-time,Finance,139
103883,M,60,LIM,C,Part-time,Retail,67
103884,F,46,GEL,U,Full-time,Retail,210
103885,M,40,FRI,C,Part-time,Public Sector,101
103887,F,36,GEL,U,Full-time,Finance,216
103888,M,27,GEL,C,Full-time,Public Sector,58
103889,F,53,OVE,J,Full-time,Manufacturing,246
103890,M,41,GEL,C,Full-time,Manufacturing,94
103891,F,47,ZUI,C,Full-time,Public Sector,147
103892,F,61,NOH,C,Part-time,Education,129
103893,F,25,UTR,C,Full-time,Finance,61
103894,F,37,NOH,C,Full-time,Finance,166
103895,M,41,ZUI,U,Full-time,Technology,34
103896,F,38,NOH,M,Part-time,Technology,147
103897,F,29,NOB,M,Full-time,Finance,67
103898,F,58,OVE,C,Full-time,Manufacturing,117
103899,M,42,NOH,U,Full-time,Healthcare,216
103900,F,51,UTR,C,Full-time,Manufacturing,228
103901,F,35,NOH,C,Self-employed,Healthcare,177
103902,F,39,GRO,C,Full-time,Finance,131
103904,F,25,GEL,U,Full-time,Healthcare,45
103906,F,62,LIM,J,Full-time,Technology,141
103907,F,23,NOH,C,Self-employed,Education,60
103908,F,46,ZEE,M,Self-employed,Healthcare,204
103909,F,60,NOB,C,Part-time,Education,79
103910,F,21,UTR,M,Student,,42
103911,F,37,LIM,J,Part-time,Manufacturing,228
103912,M,35,LIM,U,Full-time,Technology,183
103914,F,26,OVE,J,Full-time,Retail,96
103915,F,48,NOH,M,Full-time,Healthcare,156
103916,F,40,NOH,C,Full-time,Healthcare,139
103917,F,60,FRI,C,Part-time,Education,135
103918,M,61,NOB,U,Full-time,Finance,249
103919,F,71,NOH,C,Retired,,254
103920,M,56,GEL,U,Full-time,Retail,218
103921,M,33,ZUI,J,Self-employed,Manufacturing,174
103922,F,24,FLE,C,Part-time,Manufacturing,72
103923,M,34,NOB,U,Part-time,Retail,26
103925,F,50,NOB,U,Part-time,Education,167
103926,M,60,GEL,C,Full-time,Healthcare,187
103927,F,59,DRE,C,Part-time,Retail,200
103928,F,62,GEL,U,Part-time,Public Sector,183
103929,M,53,ZUI,U,Full-time,Technology,193
103930,M,34,NOB,M,Full-time,Finance,95
103931,M,29,ZEE,U,Full-time,Technology,54
103932,M,59,NOH,J,Part-time,Retail,276
103933,M,28,NOH,M,Part-time,Healthcare,57
103934,F,55,ZUI,J,Full-time,Manufacturing,141
103936,F,51,OVE,O,Unemployed,,216
103937,M,56,ZUI,U,Part-time,Retail,132
103938,M,30,LIM,C,Full-time,Public Sector,86
103939,M,38,NOH,C,Full-time,Finance,70
103940,M,52,NOH,U,Full-time,Manufacturing,173
103941,F,29,ZUI,C,Full-time,Retail,114
103942,F,40,FLE,C,Full-time,Finance,171
103943,M,51,NOB,U,Full-time,Finance,222
103944,F,45,GEL,J,Full-time,Public Sector,171
103945,F,71,NOB,U,Retired,,235
103946,M,61,NOH,M,Part-time,Technology,230
103947,M,68,ZEE,U,Retired,,198
103948,F,56,ZUI,U,Full-time,Technology,84
103949,F,80,NOH,O,Retired,,294
103950,M,52,LIM,U,Full-time,Public Sector,157
103952,F,28,NOH,M,Part-time,Technology,83
103953,F,23,NOH,C,Full-time,Education,60
103954,M,43,ZUI,C,Full-time,Finance,24
103955,M,38,UTR,U,Full-time,Healthcare,214
103956,M,64,ZUI,U,Full-time,Retail,209
103958,M,27,ZUI,J,Part-time,Healthcare,73
103960,F,43,UTR,O,Full-time,Education,166
103961,M,27,LIM,C,Part-time,Healthcare,79
103962,F,49,ZUI,C,Part-time,Retail,157
103963,F,66,ZUI,C,Retired,,259
103964,F,52,FLE,M,Part-time,Retail,147
103965,F,27,ZUI,J,Full-time,Technology,108
103966,M,58,ZUI,M,Part-time,Healthcare,129
103967,M,56,NOB,C,Full-time,Technology,86
103968,M,43,GEL,C,Part-time,Manufacturing,132
103969,M,35,GEL,U,Full-time,Technology,134
103970,M,23,NOB,O,Unemployed,,60
103972,F,64,ZUI,O,Full-time,Public Sector,104
103973,M,53,UTR,O,Part-time,Education,73
103974,F,21,NOB,U,Part-time,Manufacturing,36
103975,F,19,GRO,C,Full-time,Public Sector,31
103976,F,51,NOH,C,Part-time,Education,251
103977,M,40,NOB,U,Part-time,Healthcare,157
103978,M,54,NOH,J,Full-time,Manufacturing,232
103979,F,21,FLE,M,Part-time,Public Sector,36
103980,M,52,LIM,M,Self-employed,Technology,246
103981,M,22,ZUI,U,Part-time,Healthcare,48
103982,F,57,ZUI,O,Part-time,Education,223
103983,F,71,GEL,M,Retired,,166
103984,M,33,NOB,O,Full-time,Retail,80
103985,M,33,ZUI,U,Part-time,Public Sector,92
103987,M,46,NOB,C,Full-time,Public Sector,22
103989,F,33,ZUI,M,Part-time,Technology,48
103990,F,40,ZUI,U,Full-time,Technology,101
103991,M,20,GRO,U,Full-time,Finance,39
103992,M,34,ZUI,M,Full-time,Technology,97
103993,M,59,GEL,M,Full-time,Finance,41
103994,M,28,ZUI,O,Unemployed,,79
103995,M,52,NOH,M,Full-time,Manufacturing,138
103996,F,41,NOB,U,Part-time,Retail,186
103997,F,54,GEL,O,Part-time,Education,145
103998,M,49,FLE,U,Full-time,Public Sector,218
104000,M,71,FLE,M,Retired,,112
104001,M,63,ZUI,C,Part-time,Public Sector,275
104002,M,38,NOH,U,Full-time,Finance,228
104003,F,29,NOH,O,Part-time,Education,72
104004,F,23,OVE,C,Unemployed,,41
104005,M,29,ZUI,U,Full-time,Technology,132
104007,F,35,LIM,U,Full-time,Manufacturing,203
104008,M,68,UTR,M,Retired,,278
104010,M,35,LIM,C,Full-time,Finance,76
104011,F,64,NOB,U,Full-time,Education,196
104012,M,42,ZUI,C,Full-time,Technology,136
104013,F,52,ZUI,U,Part-time,Technology,94
104015,F,36,NOH,C,Self-employed,Technology,79
104016,M,69,ZUI,U,Retired,,310
104017,F,66,NOB,C,Retired,,79
104019,M,33,ZUI,J,Full-time,Technology,158
104020,M,60,GEL,U,Part-time,Manufacturing,287
104021,F,54,ZUI,U,Full-time,Healthcare,186
104023,M,41,NOB,U,Self-employed,Finance,130
104024,F,66,LIM,J,Retired,,209
104025,M,35,NOH,C,Part-time,Healthcare,204
104026,M,53,NOH,M,Full-time,Finance,71
104028,M,25,NOH,U,Part-time,Education,84
104029,M,25,NOB,U,Part-time,Retail,84
104030,M,35,ZUI,C,Full-time,Education,202
104032,F,48,NOB,M,Full-time,Education,76
104033,F,21,GEL,M,Part-time,Healthcare,36
104034,M,34,UTR,C,Full-time,Healthcare,150
104035,F,78,GEL,M,Part-time,Education,234
104036,F,43,NOH,U,Unemployed,,244
104037,M,53,OVE,C,Full-time,Public Sector,247
104038,M,48,OVE,C,Full-time,Manufacturing,81
104039,M,45,NOB,O,Full-time,Healthcare,81
104040,M,34,NOB,C,Full-time,Manufacturing,76
104041,M,27,NOH,C,Unemployed,,108
104042,M,41,NOB,C,Part-time,Education,185
104043,F,62,NOH,J,Part-time,Retail,195
104045,F,23,ZUI,U,Part-time,Education,45
104046,M,43,FLE,J,Full-time,Healthcare,82
104047,F,71,ZUI,U,Retired,,160
104048,F,56,NOH,C,Full-time,Manufacturing,60
104049,M,42,NOB,C,Full-time,Manufacturing,201
104050,F,47,FRI,U,Part-time,Retail,143
104052,F,47,NOB,U,Full-time,Manufacturing,92
104053,F,63,GEL,U,Full-time,Manufacturing,254
104054,F,47,NOH,M,Full-time,Education,51
104055,M,23,FRI,U,Part-time,Education,60
104056,M,35,ZUI,C,Full-time,Retail,50
104057,M,49,NOH,O,Full-time,Public Sector,60
104058,F,37,ZUI,C,Full-time,Manufacturing,170
104059,M,59,GEL,U,Full-time,Manufacturing,139
104061,M,68,ZUI,C,Retired,,136
104062,M,40,GEL,J,Full-time,Healthcare,187
104063,F,50,GEL,O,Part-time,Retail,180
104065,M,78,NOH,M,Retired,,172
104066,M,59,UTR,U,Part-time,Retail,52
104067,F,59,ZUI,U,Full-time,Manufacturing,216
104068,M,28,NOH,M,Full-time,Education,120
104070,M,31,NOH,M,Part-time,Education,156
104071,M,34,NOB,C,Full-time,Manufacturing,192
104072,F,58,NOB,U,Full-time,Technology,272
104073,F,61,NOH,C,Part-time,Public Sector,66
104074,F,38,NOH,C,Part-time,Healthcare,37
104075,M,20,GEL,U,Unemployed,,20
104076,F,22,OVE,C,Part-time,Retail,43
104077,F,28,NOB,U,Unemployed,,120
104078,M,77,UTR,J,Retired,,274
104079,M,57,ZUI,C,Full-time,Healthcare,75
104080,M,19,ZUI,U,Part-time,Retail,41
104081,F,41,NOB,C,Full-time,Technology,54
104082,F,48,NOH,J,Full-time,Public Sector,73
104083,M,19,NOB,J,Full-time,Technology,21
104084,M,69,GRO,U,Retired,,271
104086,F,38,NOB,U,Full-time,Finance,158
104087,M,41,GEL,M,Part-time,Healthcare,155
104088,F,52,ZUI,U,Full-time,Manufacturing,113
104089,M,49,OVE,C,Part-time,Retail,211
104090,F,24,GEL,C,Part-time,Healthcare,62
104092,M,38,NOH,C,Part-time,Retail,188
104093,F,77,NOH,U,Retired,,212
104094,M,47,GRO,U,Unemployed,,158
104095,M,32,OVE,C,Full-time,Technology,168
104096,F,27,NOH,C,Full-time,Technology,55
104097,F,22,UTR,C,Student,,48
104098,F,27,OVE,U,Self-employed,Manufacturing,108
104099,M,65,ZUI,J,Retired,,268
104100,M,56,ZUI,U,Part-time,Retail,70
104101,M,38,LIM,U,Self-employed,Public Sector,139
104102,F,61,ZUI,M,Full-time,Public Sector,88
104103,M,52,NOB,C,Full-time,Public Sector,108
104105,M,20,LIM,U,Student,,40
104106,F,33,DRE,U,Full-time,Education,67
104107,M,56,LIM,C,Unemployed,,223
104108,M,24,NOB,U,Full-time,Public Sector,72
104109,M,47,ZUI,U,Part-time,Public Sector,228
104110,F,28,NOB,O,Full-time,Manufacturing,98
104111,F,48,ZUI,U,Full-time,Public Sector,202
104112,F,35,NOB,U,Self-employed,Retail,94
104114,M,22,LIM,U,Student,,48
104117,M,57,ZUI,O,Self-employed,Manufacturing,231
104118,F,45,NOB,O,Full-time,Public Sector,323
104119,F,56,GEL,U,Full-time,Technology,185
104120,F,22,NOB,J,Student,,48
104121,F,69,NOB,U,Retired,,237
104123,M,68,ZUI,U,Retired,,224
104124,M,33,GEL,C,Self-employed,Technology,180
104125,M,56,GEL,C,Part-time,Retail,177
104126,M,49,GRO,U,Full-time,Manufacturing,203
104127,M,29,ZUI,M,Full-time,Retail,126
104128,F,44,ZUI,C,Part-time,Retail,146
104130,M,53,ZUI,O,Unemployed,,98
104133,M,54,GRO,U,Full-time,Healthcare,249
104134,M,46,FRI,C,Full-time,Technology,222
104135,M,21,NOH,U,Part-time,Public Sector,34
104136,F,43,GRO,U,Self-employed,Technology,191
104137,F,27,UTR,U,Self-employed,Manufacturing,59
104138,F,63,OVE,M,Full-time,Technology,63
104139,M,60,NOH,U,Self-employed,Manufacturing,150
104140,M,27,UTR,C,Full-time,Public Sector,108
104141,F,58,NOB,O,Part-time,Retail,104
104142,M,49,ZEE,U,Part-time,Retail,56
104143,F,50,LIM,C,Full-time,Public Sector,256
104145,M,26,LIM,C,Full-time,Public Sector,35
104146,F,71,FRI,O,Unemployed,,277
104147,F,38,ZUI,J,Unemployed,,93
104148,M,20,GEL,U,Part-time,Healthcare,24
104149,F,65,ZUI,U,Retired,,58
104150,M,45,ZUI,U,Full-time,Education,211
104151,F,76,ZUI,U,Retired,,241
104153,F,32,NOB,U,Full-time,Retail,168
104154,M,60,GEL,U,Unemployed,,71
104155,F,19,NOH,C,Student,,33
104156,F,40,NOB,O,Full-time,Manufacturing,196
104157,F,20,ZUI,J,Part-time,Education,24
104158,M,31,NOH,U,Full-time,Education,92
104159,M,25,FRI,M,Self-employed,Manufacturing,84
104160,F,24,NOB,O,Full-time,Public Sector,72
104161,M,54,NOH,J,Full-time,Technology,232
104162,F,59,ZUI,C,Part-time,Retail,40
104163,F,28,NOH,U,Full-time,Technology,70
104164,F,66,ZUI,M,Retired,,241
104165,M,68,LIM,M,Self-employed,Public Sector,274
104166,M,27,NOH,U,Part-time,Retail,104
104168,M,25,ZUI,U,Part-time,Education,84
104170,M,65,ZUI,C,Retired,,235
104171,F,33,GRO,J,Full-time,Healthcare,180
104172,F,67,GEL,U,Retired,,277
104173,M,33,OVE,O,Full-time,Technology,135
104175,M,41,OVE,U,Full-time,Healthcare,171
104176,F,30,GRO,U,Part-time,Education,100
104177,M,58,GEL,U,Full-time,Manufacturing,151
104178,M,39,FRI,U,Full-time,Manufacturing,174
104179,M,66,ZUI,U,Retired,,74
104180,M,37,NOB,C,Unemployed,,205
104181,F,27,NOB,J,Part-time,Manufacturing,91
104182,F,30,LIM,U,Unemployed,,27
104183,F,49,ZUI,C,Part-time,Retail,180
104184,F,52,NOB,C,Part-time,Healthcare,245
104185,F,65,NOH,O,Retired,,181
104187,F,64,ZUI,U,Part-time,Manufacturing,188
104188,M,35,GEL,U,Full-time,Technology,134
104189,F,22,UTR,U,Part-time,Healthcare,48
104192,F,31,GEL,O,Full-time,Healthcare,156
104193,F,56,NOH,C,Full-time,Technology,108
104194,M,42,NOH,C,Unemployed,,199
104196,F,41,NOH,U,Full-time,Manufacturing,153
104197,F,60,NOH,U,Full-time,Education,182
104198,F,41,NOB,M,Part-time,Retail,220
104199,M,49,NOH,C,Full-time,Public Sector,68
104200,F,70,ZUI,U,Retired,,199
104201,F,54,ZUI,C,Part-time,Public Sector,108
104202,M,31,DRE,O,Full-time,Manufacturing,105
104203,M,68,GEL,U,Self-employed,Finance,118
104204,M,61,GRO,O,Unemployed,,276
104205,M,22,GEL,M,Student,,48
104206,F,29,LIM,U,Full-time,Manufacturing,132
104208,F,66,NOB,J,Retired,,177
104209,M,23,ZUI,M,Full-time,Retail,60
104210,M,45,NOH,C,Part-time,Technology,181
104211,F,27,ZUI,M,Full-time,Retail,108
104213,F,71,NOH,U,Retired,,111
104214,F,22,UTR,M,Part-time,Retail,48
104215,F,44,ZUI,C,Full-time,Technology,186
104216,M,51,DRE,U,Full-time,Manufacturing,220
104217,F,58,ZUI,C,Part-time,Retail,148
104218,F,64,GEL,C,Self-employed,Healthcare,218
104219,M,55,ZUI,U,Full-time,Public Sector,29
104220,M,57,NOB,U,Full-time,Public Sector,182
104221,M,45,UTR,U,Full-time,Finance,155
104222,F,33,OVE,U,Full-time,Education,151
104223,M,53,DRE,J,Full-time,Finance,80
104224,M,66,NOH,C,Retired,,94
104225,F,68,UTR,M,Retired,,252
104226,M,21,ZUI,C,Student,,42
104229,M,55,ZUI,U,Full-time,Healthcare,221
104231,M,57,GEL,C,Full-time,Healthcare,172
104232,M,20,FRI,J,Part-time,Retail,25
104233,F,74,UTR,C,Retired,,111
104234,M,29,DRE,M,Part-time,Healthcare,25
104235,M,68,LIM,M,Part-time,Retail,203
104236,M,22,ZUI,C,Part-time,Healthcare,48
104237,F,62,NOH,U,Full-time,Finance,194
104238,M,28,NOH,J,Full-time,Public Sector,120
104239,M,26,NOH,J,Full-time,Manufacturing,62
104240,M,41,GEL,J,Full-time,Retail,110
104241,F,37,NOH,J,Part-time,Healthcare,220
104242,F,20,ZUI,U,Student,,24
104243,M,37,GEL,C,Full-time,Manufacturing,179
104244,F,58,NOH,U,Full-time,Public Sector,250
104246,F,68,UTR,U,Retired,,316
104247,F,54,OVE,M,Self-employed,Technology,207
104248,F,46,NOH,C,Full-time,Manufacturing,80
104249,M,20,UTR,U,Part-time,Technology,26
104250,F,44,ZUI,C,Part-time,Healthcare,134
104251,M,35,GEL,O,Part-time,Public Sector,149
104252,M,26,NOH,U,Self-employed,Public Sector,96
104253,M,33,UTR,U,Full-time,Finance,26
104254,M,38,NOH,C,Part-time,Education,85
104255,M,34,NOH,U,Full-time,Public Sector,150
104256,F,38,DRE,O,Full-time,Public Sector,77
104258,M,30,ZUI,C,Self-employed,Public Sector,127
104259,M,24,ZUI,U,Part-time,Education,72
104260,M,36,LIM,C,Full-time,Technology,75
104261,M,27,NOB,U,Part-time,Technology,28
104262,M,67,NOH,U,Self-employed,Education,279
104263,F,38,FRI,U,Part-time,Finance,47
104265,F,58,GEL,C,Part-time,Retail,274
104266,M,33,GEL,U,Part-time,Education,49
104267,M,53,NOH,U,Full-time,Healthcare,248
104268,F,54,LIM,C,Full-time,Healthcare,121
104269,M,48,NOB,C,Full-time,Public Sector,156
104270,F,71,UTR,U,Retired,,244
104271,M,52,NOB,M,Full-time,Public Sector,162
104272,F,31,OVE,U,Full-time,Healthcare,108
104273,F,49,ZUI,U,Full-time,Finance,74
104274,F,48,DRE,U,Full-time,Technology,210
104275,F,57,NOH,M,Part-time,Technology,206
104276,M,34,ZUI,C,Part-time,Retail,169
104277,M,26,GRO,U,Full-time,Technology,65
104278,M,27,LIM,C,Unemployed,,43
104279,F,40,NOB,C,Part-time,Manufacturing,177
104280,M,63,NOH,U,Self-employed,Technology,243
104281,M,57,OVE,C,Full-time,Education,82
104283,M,33,ZUI,U,Full-time,Technology,74
104285,M,32,GEL,U,Part-time,Technology,144
104286,F,29,GEL,J,Full-time,Finance,59
104287,M,75,OVE,C,Retired,,203
104288,M,21,NOH,C,Part-time,Education,33
104290,M,52,DRE,J,Part-time,Retail,213
104291,M,33,DRE,U,Unemployed,,66
104292,F,25,OVE,U,Unemployed,,84
104293,F,27,NOH,O,Unemployed,,53
104294,M,24,LIM,U,Full-time,Healthcare,72
104295,M,40,ZUI,C,Full-time,Finance,78
104296,M,65,NOB,O,Retired,,182
104297,M,23,NOH,U,Full-time,Public Sector,60
104298,F,22,NOH,O,Full-time,Manufacturing,48
104299,M,31,GEL,C,Full-time,Finance,30
104300,M,54,GEL,O,Part-time,Public Sector,223
104302,F,22,OVE,U,Part-time,Healthcare,48
104303,F,63,LIM,C,Self-employed,Manufacturing,273
104304,F,27,NOB,O,Full-time,Manufacturing,108
104306,F,31,NOH,U,Part-time,Technology,156
104307,M,30,NOB,U,Full-time,Manufacturing,43
104309,M,46,NOH,U,Part-time,Healthcare,74
104310,M,25,OVE,O,Full-time,Public Sector,84
104311,M,27,FRI,U,Self-employed,Manufacturing,87
104312,F,39,LIM,U,Full-time,Healthcare,42
104313,F,20,LIM,M,Part-time,Education,35
104315,F,23,NOH,C,Self-employed,Education,39
104316,F,45,NOH,C,Full-time,Healthcare,225
104317,F,41,NOH,C,Full-time,Public Sector,206
104318,M,29,OVE,C,Full-time,Healthcare,132
104319,M,19,NOH,C,Part-time,Public Sector,34
104320,F,59,ZUI,O,Part-time,Technology,148
104321,F,52,NOH,U,Full-time,Manufacturing,113
104322,F,20,NOH,O,Part-time,Education,33
104323,F,56,ZUI,U,Full-time,Retail,61
104324,M,56,ZUI,U,Full-time,Healthcare,183
104325,F,27,UTR,C,Full-time,Finance,68
104326,F,36,UTR,J,Full-time,Public Sector,155
104327,F,29,OVE,U,Full-time,Technology,23
104328,F,30,GEL,U,Part-time,Finance,59
104329,M,38,FLE,C,Full-time,Public Sector,92
104330,F,25,UTR,O,Full-time,Healthcare,84
104331,M,26,UTR,U,Full-time,Manufacturing,96
104333,F,33,OVE,U,Part-time,Technology,40
104334,F,36,NOH,C,Self-employed,Technology,102
104335,F,28,FLE,U,Full-time,Technology,120
104336,F,40,OVE,U,Full-time,Manufacturing,148
104337,M,48,ZUI,J,Self-employed,Manufacturing,147
104338,F,38,NOH,C,Self-employed,Manufacturing,82
104339,F,34,FRI,U,Full-time,Manufacturing,21
104340,F,58,DRE,O,Part-time,Retail,227
104341,F,29,UTR,C,Full-time,Healthcare,116
104342,M,25,ZUI,C,Full-time,Manufacturing,84
104343,M,36,NOH,C,Part-time,Healthcare,124
104344,F,52,NOB,O,Full-time,Technology,170
104346,M,21,FRI,J,Student,,36
104347,M,41,ZUI,U,Full-time,Public Sector,171
104348,F,23,GEL,U,Full-time,Manufacturing,34
104349,F,50,NOB,C,Part-time,Retail,185
104350,F,48,ZUI,U,Self-employed,Public Sector,160
104351,M,70,ZUI,C,Retired,,148
104352,F,28,OVE,U,Unemployed,,120
104353,M,54,UTR,J,Part-time,Public Sector,279
104355,M,66,NOH,U,Retired,,235
104356,M,62,ZUI,U,Full-time,Healthcare,97
104358,M,31,ZUI,U,Full-time,Public Sector,156
104359,F,57,GRO,U,Part-time,Retail,193
104360,F,23,UTR,C,Full-time,Education,60
104361,M,44,NOB,C,Unemployed,,189
104362,F,29,LIM,M,Full-time,Public Sector,96
104363,F,39,OVE,U,Full-time,Finance,172
104364,F,65,UTR,M,Retired,,255
104366,M,65,GEL,U,Retired,,239
104367,F,45,NOB,C,Full-time,Finance,259
104368,F,50,NOH,U,Part-time,Retail,79
104369,M,31,UTR,J,Full-time,Public Sector,156
104370,F,61,NOH,J,Full-time,Public Sector,208
104371,F,66,DRE,U,Retired,,162
104372,M,49,GRO,O,Self-employed,Finance,230
104373,M,56,LIM,U,Unemployed,,48
104374,M,55,LIM,J,Full-time,Manufacturing,157
104375,F,24,FRI,U,Full-time,Retail,72
104376,M,46,NOH,U,Full-time,Healthcare,172
104378,F,28,NOH,J,Unemployed,,120
104379,M,50,OVE,U,Unemployed,,159
104380,M,48,OVE,M,Full-time,Manufacturing,213
104381,M,29,NOH,C,Part-time,Retail,77
104382,F,71,FRI,O,Retired,,133
104383,F,33,OVE,O,Self-employed,Technology,128
104384,M,55,FLE,C,Full-time,Finance,143
104385,F,37,NOB,C,Part-time,Manufacturing,76
104387,F,29,NOH,U,Full-time,Healthcare,34
104388,F,32,NOH,U,Full-time,Retail,53
104389,F,25,NOH,C,Part-time,Public Sector,84
104390,F,54,FLE,U,Full-time,Healthcare,233
104392,F,59,NOB,U,Self-employed,Manufacturing,146
104393,M,47,NOH,U,Full-time,Retail,190
104394,M,35,ZUI,U,Full-time,Manufacturing,88
104396,F,27,UTR,M,Part-time,Healthcare,108
104397,F,20,FRI,U,Student,,26
104398,M,48,ZUI,J,Full-time,Manufacturing,122
104399,F,47,ZUI,U,Part-time,Public Sector,118
104400,M,39,UTR,U,Full-time,Healthcare,80
104401,F,27,NOB,U,Self-employed,Manufacturing,69
104402,F,46,ZUI,M,Part-time,Retail,189
104403,F,30,GRO,M,Unemployed,,107
104404,F,48,UTR,U,Part-time,Education,231
104405,F,63,NOH,U,Part-time,Retail,65
104406,F,38,ZUI,J,Full-time,Healthcare,49
104409,F,38,ZUI,C,Full-time,Retail,64
104410,F,57,UTR,C,Full-time,Public Sector,122
104411,M,47,ZUI,C,Full-time,Finance,305
104412,M,27,NOB,C,Full-time,Finance,39
104413,F,54,NOH,C,Unemployed,,161
104414,F,49,FLE,M,Self-employed,Technology,222
104415,M,26,GEL,O,Full-time,Healthcare,54
104416,F,55,NOB,C,Full-time,Retail,191
104417,M,23,OVE,U,Full-time,Manufacturing,60
