cust_id,gender,age,province,religion,work_type,work_sector,tenure,work_sector_missing
117771,M,32,ZUI,U,Part-time,Retail,107,False
117772,M,59,GRO,U,Full-time,Education,139,False
117773,F,53,OVE,C,Part-time,Retail,97,False
117774,M,46,NOB,U,Self-employed,Healthcare,322,False
117775,F,33,FRI,U,Full-time,Manufacturing,180,False
117777,F,64,ZUI,C,Full-time,Technology,68,False
117778,M,34,ZUI,U,Part-time,Public Sector,192,False
117779,M,21,NOH,C,Unemployed,Not Applicable,31,True
117780,M,71,NOB,C,Retired,Not Applicable,246,True
117782,M,55,NOB,U,Full-time,Healthcare,159,False
117783,M,52,UTR,U,Full-time,Technology,171,False
117784,F,29,UTR,U,Part-time,Public Sector,132,False
117786,M,24,DRE,C,Part-time,Retail,37,False
117788,F,67,GEL,U,Retired,Not Applicable,239,True
117789,M,47,ZUI,C,Full-time,Education,248,False
117790,M,33,UTR,U,Full-time,Healthcare,41,False
117792,F,66,UTR,J,Self-employed,Technology,181,False
117794,M,51,DRE,U,Full-time,Technology,179,False
117796,F,48,NOH,C,Full-time,Healthcare,243,False
117798,F,36,GEL,M,Part-time,Healthcare,75,False
117800,M,74,NOB,C,Retired,Not Applicable,125,True
117801,F,29,GEL,C,Part-time,Retail,132,False
117802,F,30,GRO,U,Part-time,Manufacturing,97,False
117803,F,54,GEL,C,Full-time,Healthcare,96,False
117804,M,30,ZUI,C,Full-time,Public Sector,144,False
117805,M,36,NOB,O,Full-time,Retail,180,False
117806,M,41,ZUI,J,Part-time,Education,240,False
117807,M,38,OVE,U,Full-time,Public Sector,200,False
117808,F,61,NOB,O,Part-time,Retail,208,False
117809,F,33,ZUI,C,Part-time,Retail,101,False
117810,F,64,FLE,O,Part-time,Retail,115,False
117812,M,57,OVE,U,Part-time,Healthcare,153,False
117813,F,23,ZUI,C,Full-time,Education,43,False
117814,M,37,ZUI,C,Full-time,Technology,192,False
117815,M,46,GEL,U,Part-time,Manufacturing,110,False
117816,F,49,GEL,U,Self-employed,Technology,196,False
117817,M,27,OVE,U,Part-time,Technology,108,False
117818,F,33,ZUI,U,Self-employed,Retail,28,False
117819,M,62,LIM,C,Full-time,Retail,165,False
117820,M,46,DRE,U,Full-time,Finance,143,False
117822,M,36,GEL,O,Part-time,Healthcare,135,False
117823,F,32,NOB,C,Full-time,Technology,110,False
117824,M,35,DRE,M,Part-time,Retail,66,False
117825,M,44,FRI,C,Full-time,Manufacturing,56,False
117826,F,58,GEL,U,Full-time,Public Sector,126,False
117827,M,54,NOH,M,Self-employed,Education,180,False
117828,M,40,OVE,C,Full-time,Public Sector,159,False
117829,M,49,LIM,O,Unemployed,Not Applicable,242,True
117830,F,30,NOH,C,Part-time,Education,45,False
117831,M,52,GEL,J,Part-time,Retail,63,False
117832,M,52,NOH,U,Full-time,Technology,82,False
117833,M,29,OVE,C,Full-time,Public Sector,132,False
117834,M,53,NOB,U,Full-time,Public Sector,193,False
117835,M,48,ZUI,M,Part-time,Retail,198,False
117836,F,48,LIM,M,Full-time,Public Sector,51,False
117838,M,54,NOH,C,Full-time,Finance,167,False
117839,M,42,GRO,M,Full-time,Manufacturing,196,False
117840,M,55,ZUI,U,Part-time,Manufacturing,208,False
117843,F,33,GEL,J,Full-time,Healthcare,180,False
117844,M,66,NOB,O,Retired,Not Applicable,238,True
117845,F,57,NOB,C,Full-time,Manufacturing,286,False
117846,M,75,ZUI,U,Retired,Not Applicable,257,True
117847,F,57,NOH,J,Full-time,Public Sector,214,False
117848,F,64,GEL,O,Part-time,Retail,97,False
117849,M,68,LIM,C,Retired,Not Applicable,224,True
117850,M,31,NOB,C,Full-time,Education,139,False
117851,M,64,ZUI,J,Unemployed,Not Applicable,243,True
117852,M,59,NOB,C,Part-time,Technology,89,False
117853,F,53,LIM,U,Full-time,Public Sector,177,False
117854,F,31,GEL,C,Full-time,Finance,64,False
117855,M,71,ZUI,C,Retired,Not Applicable,209,True
117856,M,34,OVE,C,Full-time,Public Sector,187,False
117857,M,57,UTR,C,Full-time,Manufacturing,197,False
117859,F,25,ZUI,U,Full-time,Finance,84,False
117860,M,53,DRE,U,Full-time,Manufacturing,58,False
117861,M,37,ZUI,U,Full-time,Technology,228,False
117862,M,45,ZUI,U,Part-time,Healthcare,245,False
117863,F,32,GRO,U,Part-time,Public Sector,104,False
117864,M,24,ZUI,U,Full-time,Public Sector,72,False
117865,F,24,FLE,U,Full-time,Manufacturing,72,False
117866,M,61,OVE,C,Full-time,Technology,230,False
117867,F,41,ZUI,M,Full-time,Education,142,False
117868,F,56,ZUI,C,Full-time,Finance,292,False
117869,F,25,ZUI,C,Full-time,Healthcare,84,False
117870,F,24,ZUI,U,Self-employed,Retail,72,False
117871,F,55,ZUI,U,Full-time,Education,90,False
117872,F,51,ZUI,U,Full-time,Public Sector,153,False
117873,F,57,GEL,O,Full-time,Public Sector,100,False
117874,M,22,DRE,O,Student,Education,48,True
117875,M,44,DRE,U,Unemployed,Not Applicable,191,True
117876,F,44,GEL,U,Self-employed,Manufacturing,184,False
117877,M,48,ZUI,J,Full-time,Public Sector,219,False
117879,F,48,UTR,U,Full-time,Manufacturing,182,False
117880,M,31,NOH,U,Full-time,Healthcare,150,False
117882,M,63,LIM,U,Self-employed,Retail,226,False
117883,M,27,OVE,J,Full-time,Technology,108,False
117884,F,64,GEL,U,Part-time,Retail,191,False
117885,M,31,GRO,U,Full-time,Public Sector,61,False
117886,M,25,ZUI,J,Full-time,Finance,40,False
117887,F,28,NOB,C,Part-time,Retail,118,False
117888,M,62,UTR,C,Part-time,Public Sector,256,False
117889,F,32,NOH,O,Full-time,Retail,67,False
117890,F,37,GEL,C,Full-time,Public Sector,61,False
117891,M,59,LIM,C,Part-time,Public Sector,198,False
117892,M,23,NOH,C,Unemployed,Not Applicable,60,True
117893,M,30,ZUI,C,Part-time,Finance,75,False
117894,M,24,NOH,U,Full-time,Manufacturing,72,False
117895,M,55,GEL,C,Full-time,Healthcare,227,False
117896,M,38,NOH,M,Self-employed,Technology,28,False
117897,F,33,NOH,U,Full-time,Retail,180,False
117898,F,56,NOB,C,Unemployed,Not Applicable,162,True
117899,F,27,LIM,M,Full-time,Manufacturing,78,False
117901,M,48,GRO,O,Full-time,Manufacturing,178,False
117902,F,33,NOH,O,Part-time,Healthcare,180,False
117903,M,26,ZEE,U,Part-time,Retail,96,False
117904,M,57,GEL,C,Full-time,Manufacturing,256,False
117905,M,49,GEL,C,Full-time,Retail,201,False
117907,M,33,NOH,U,Part-time,Public Sector,104,False
117908,M,72,NOB,U,Retired,Not Applicable,258,True
117909,M,30,NOH,O,Unemployed,Not Applicable,79,True
117912,F,55,NOH,U,Part-time,Healthcare,188,False
117913,F,27,DRE,J,Unemployed,Not Applicable,65,True
117914,M,25,UTR,C,Part-time,Retail,84,False
117915,M,40,GEL,C,Full-time,Technology,196,False
117916,M,39,GEL,M,Part-time,Education,189,False
117917,F,28,GEL,C,Full-time,Public Sector,99,False
117918,M,60,ZUI,O,Self-employed,Manufacturing,169,False
117919,M,46,NOH,J,Full-time,Education,260,False
117920,M,57,NOH,U,Full-time,Manufacturing,108,False
117921,F,44,NOH,C,Full-time,Finance,121,False
117922,M,37,NOB,C,Full-time,Technology,120,False
117923,F,29,UTR,U,Full-time,Retail,132,False
117924,F,37,NOH,U,Full-time,Finance,177,False
117925,M,66,NOH,U,Retired,Not Applicable,160,True
117927,F,61,NOH,C,Self-employed,Manufacturing,200,False
117928,M,19,LIM,C,Student,Education,34,True
117929,F,27,ZEE,M,Unemployed,Not Applicable,66,True
117931,M,41,NOH,U,Full-time,Technology,192,False
117932,F,41,NOH,M,Full-time,Finance,176,False
117934,F,37,GRO,C,Full-time,Finance,212,False
117935,F,25,NOH,U,Full-time,Healthcare,78,False
117936,F,52,ZUI,M,Full-time,Retail,115,False
117937,F,29,GRO,C,Unemployed,Not Applicable,132,True
117938,F,53,NOH,O,Part-time,Healthcare,196,False
117939,F,57,GEL,U,Unemployed,Not Applicable,174,True
117940,F,34,LIM,O,Full-time,Retail,178,False
117941,F,37,NOH,C,Full-time,Healthcare,84,False
117942,M,41,ZUI,C,Part-time,Education,241,False
117943,F,26,NOB,J,Self-employed,Public Sector,58,False
117944,F,28,NOB,U,Full-time,Technology,79,False
117946,F,24,GEL,C,Full-time,Finance,72,False
117947,M,24,NOB,U,Full-time,Technology,33,False
117948,F,59,GEL,C,Part-time,Retail,137,False
117949,M,64,GEL,U,Self-employed,Public Sector,205,False
117950,M,37,GEL,O,Part-time,Retail,38,False
117951,F,36,NOB,U,Full-time,Public Sector,198,False
117952,M,62,LIM,O,Part-time,Public Sector,211,False
117953,F,40,OVE,C,Part-time,Public Sector,142,False
117954,F,50,GEL,J,Full-time,Manufacturing,184,False
117955,F,19,NOB,U,Student,Education,31,True
117956,M,22,ZUI,U,Student,Education,39,True
117957,F,19,NOH,U,Full-time,Technology,27,False
117958,M,25,FRI,C,Part-time,Public Sector,66,False
117959,M,28,ZUI,U,Full-time,Healthcare,120,False
117960,F,32,UTR,J,Full-time,Healthcare,168,False
117961,M,24,GEL,U,Part-time,Public Sector,49,False
117962,F,64,NOH,U,Full-time,Public Sector,273,False
117963,F,45,NOH,U,Full-time,Technology,189,False
117964,F,27,NOH,U,Full-time,Public Sector,108,False
117965,F,48,NOB,J,Part-time,Manufacturing,102,False
117968,F,53,OVE,U,Full-time,Retail,141,False
117969,M,44,LIM,C,Full-time,Healthcare,138,False
117970,M,46,UTR,C,Part-time,Finance,70,False
117971,M,61,LIM,M,Unemployed,Not Applicable,77,True
117972,M,57,NOB,C,Part-time,Technology,153,False
117973,F,39,ZUI,C,Full-time,Finance,199,False
117974,M,56,ZUI,C,Part-time,Healthcare,76,False
117975,F,34,ZUI,U,Full-time,Manufacturing,73,False
117976,M,62,NOB,U,Full-time,Technology,186,False
117979,M,39,OVE,C,Unemployed,Not Applicable,215,True
117980,M,40,NOB,J,Full-time,Retail,83,False
117981,F,53,FRI,M,Full-time,Finance,145,False
117982,F,53,UTR,U,Full-time,Public Sector,103,False
117983,F,63,ZUI,J,Full-time,Finance,48,False
117984,F,49,NOB,C,Full-time,Finance,228,False
117985,M,65,ZUI,U,Retired,Not Applicable,220,True
117987,F,33,NOB,J,Part-time,Public Sector,122,False
117988,M,56,DRE,C,Full-time,Retail,211,False
117991,F,24,NOB,C,Part-time,Technology,40,False
117992,F,29,UTR,U,Part-time,Healthcare,31,False
117993,F,20,NOH,M,Student,Education,37,True
117994,M,57,ZUI,C,Part-time,Healthcare,183,False
117995,F,60,GEL,U,Self-employed,Technology,182,False
117996,F,37,FRI,U,Full-time,Manufacturing,76,False
117997,M,46,ZUI,U,Part-time,Education,278,False
117998,M,39,ZEE,C,Full-time,Retail,222,False
117999,F,51,FLE,J,Full-time,Retail,265,False
118000,F,48,FLE,U,Part-time,Public Sector,195,False
118002,F,70,GEL,M,Retired,Not Applicable,219,True
118004,F,57,FRI,O,Part-time,Education,143,False
118005,F,73,ZUI,U,Retired,Not Applicable,166,True
118007,F,53,GEL,U,Part-time,Retail,160,False
118008,F,51,GRO,C,Full-time,Retail,150,False
118009,F,43,GRO,J,Full-time,Healthcare,45,False
118010,M,29,NOH,U,Part-time,Education,132,False
118012,M,64,ZUI,U,Full-time,Retail,231,False
118014,M,64,ZUI,U,Full-time,Public Sector,29,False
118015,M,19,UTR,C,Part-time,Manufacturing,25,False
118016,F,56,GEL,O,Part-time,Technology,87,False
118017,F,34,NOH,U,Self-employed,Technology,66,False
118018,F,32,GEL,U,Full-time,Finance,168,False
118019,M,63,OVE,M,Full-time,Manufacturing,87,False
118020,M,39,NOH,C,Full-time,Healthcare,178,False
118021,F,42,NOH,C,Full-time,Technology,165,False
118022,F,63,GRO,U,Part-time,Education,193,False
118023,M,49,DRE,U,Unemployed,Not Applicable,239,True
118024,F,42,GEL,U,Part-time,Technology,206,False
118025,F,43,ZUI,C,Full-time,Public Sector,127,False
118026,F,43,LIM,U,Self-employed,Education,190,False
118027,F,28,NOH,J,Unemployed,Not Applicable,27,True
118028,F,55,UTR,C,Full-time,Public Sector,162,False
118029,F,58,UTR,U,Full-time,Manufacturing,240,False
118030,M,34,UTR,U,Full-time,Public Sector,71,False
118031,F,43,GEL,U,Part-time,Education,220,False
118032,M,53,NOH,C,Part-time,Retail,61,False
118033,F,45,ZUI,O,Full-time,Education,248,False
118034,M,38,UTR,U,Full-time,Manufacturing,74,False
118035,M,24,NOH,J,Part-time,Retail,64,False
118036,F,60,NOB,C,Part-time,Retail,206,False
118037,M,49,NOB,U,Full-time,Technology,222,False
118038,F,20,ZUI,C,Student,Education,26,True
118039,F,55,NOH,M,Full-time,Finance,115,False
118040,M,32,GRO,U,Full-time,Public Sector,68,False
118041,F,25,NOB,O,Full-time,Retail,56,False
118042,F,64,ZUI,C,Unemployed,Not Applicable,181,True
118043,F,64,GEL,U,Self-employed,Retail,101,False
118044,F,27,NOH,C,Part-time,Healthcare,108,False
118045,F,76,ZUI,M,Retired,Not Applicable,197,True
118046,F,48,OVE,C,Full-time,Technology,22,False
118048,F,21,NOB,C,Student,Education,36,True
118049,M,30,NOH,U,Full-time,Healthcare,45,False
118050,F,24,NOH,C,Full-time,Healthcare,59,False
118051,M,31,FLE,U,Full-time,Retail,156,False
118054,F,35,FLE,U,Full-time,Public Sector,53,False
118055,F,28,GEL,C,Part-time,Retail,50,False
118057,M,51,ZUI,U,Full-time,Retail,131,False
118058,M,60,GEL,U,Part-time,Technology,81,False
118059,F,23,ZUI,C,Full-time,Healthcare,60,False
118060,M,43,NOH,C,Full-time,Public Sector,226,False
118062,F,62,ZEE,M,Full-time,Education,144,False
118063,M,40,ZUI,J,Full-time,Manufacturing,179,False
118064,F,51,OVE,U,Full-time,Technology,281,False
118065,F,58,ZUI,U,Full-time,Public Sector,48,False
118066,M,70,NOB,U,Retired,Not Applicable,232,True
118067,F,19,OVE,C,Student,Education,24,True
118068,M,39,LIM,U,Part-time,Healthcare,163,False
118069,M,23,LIM,M,Full-time,Healthcare,60,False
118070,M,51,GRO,U,Part-time,Education,227,False
118071,M,50,GEL,O,Part-time,Public Sector,204,False
118072,M,49,NOH,J,Self-employed,Healthcare,231,False
118073,M,54,NOH,O,Part-time,Manufacturing,117,False
118074,M,30,UTR,U,Full-time,Finance,144,False
118075,M,50,FLE,U,Full-time,Finance,253,False
118077,M,47,NOB,O,Unemployed,Not Applicable,265,True
118078,M,26,GEL,O,Full-time,Finance,96,False
118079,M,61,UTR,U,Unemployed,Not Applicable,291,True
118080,F,55,NOH,C,Self-employed,Education,97,False
118081,M,21,ZEE,U,Unemployed,Not Applicable,36,True
118082,F,64,NOB,J,Part-time,Technology,227,False
118083,M,37,OVE,U,Full-time,Technology,228,False
118084,M,51,UTR,C,Self-employed,Finance,207,False
118085,M,59,NOB,U,Part-time,Technology,206,False
118087,M,70,FLE,U,Full-time,Finance,133,False
118088,M,33,NOH,C,Full-time,Healthcare,84,False
118089,F,35,NOH,C,Full-time,Healthcare,86,False
118091,F,36,UTR,C,Full-time,Technology,216,False
118092,F,75,OVE,C,Retired,Not Applicable,236,True
118093,F,52,NOH,U,Full-time,Finance,58,False
118095,F,34,GRO,M,Full-time,Manufacturing,80,False
118096,F,50,ZUI,C,Self-employed,Manufacturing,208,False
118097,F,57,LIM,U,Full-time,Healthcare,197,False
118098,F,50,ZUI,J,Full-time,Finance,173,False
118099,M,27,OVE,U,Self-employed,Manufacturing,108,False
118101,F,22,NOB,J,Part-time,Healthcare,48,False
118102,M,40,LIM,M,Full-time,Finance,41,False
118103,M,33,OVE,C,Full-time,Retail,64,False
118104,M,33,ZUI,C,Part-time,Retail,94,False
118105,M,30,GRO,O,Full-time,Public Sector,144,False
118106,F,24,ZUI,U,Full-time,Manufacturing,72,False
118107,M,62,NOH,C,Self-employed,Finance,204,False
118108,M,26,NOH,U,Part-time,Public Sector,83,False
118109,F,36,FRI,J,Self-employed,Technology,96,False
118110,F,58,NOB,C,Full-time,Public Sector,197,False
118111,M,32,LIM,U,Full-time,Technology,77,False
118112,F,65,FLE,C,Full-time,Finance,243,False
118113,M,49,NOB,C,Full-time,Retail,76,False
118114,M,49,LIM,U,Full-time,Retail,123,False
118115,M,25,GEL,U,Part-time,Retail,42,False
118116,M,35,NOB,U,Full-time,Finance,78,False
118117,F,61,NOB,U,Full-time,Public Sector,133,False
118118,F,64,NOH,M,Full-time,Finance,53,False
118119,F,76,NOB,U,Retired,Not Applicable,131,True
118120,F,28,UTR,O,Full-time,Manufacturing,40,False
118121,F,33,FRI,U,Part-time,Retail,111,False
118122,F,37,NOH,J,Full-time,Manufacturing,226,False
118123,F,32,NOH,U,Full-time,Finance,165,False
118124,F,44,LIM,O,Unemployed,Not Applicable,253,True
118125,F,24,GEL,J,Self-employed,Technology,64,False
118127,M,21,GEL,C,Part-time,Education,36,False
118128,M,64,UTR,J,Full-time,Manufacturing,209,False
118129,F,24,NOB,J,Full-time,Finance,72,False
118130,M,60,NOH,O,Part-time,Education,210,False
118131,M,53,NOB,U,Full-time,Education,157,False
118132,M,41,NOH,C,Full-time,Finance,112,False
118133,M,45,OVE,U,Full-time,Healthcare,104,False
118134,F,43,NOB,U,Part-time,Technology,59,False
118136,M,43,NOH,C,Full-time,Manufacturing,102,False
118137,M,44,ZUI,C,Full-time,Finance,204,False
118138,M,44,ZUI,J,Part-time,Healthcare,192,False
118139,M,41,NOB,U,Part-time,Technology,55,False
118140,F,58,OVE,C,Full-time,Retail,219,False
118141,F,51,NOH,O,Self-employed,Manufacturing,251,False
118142,M,29,ZUI,U,Full-time,Healthcare,44,False
118143,M,55,ZUI,U,Full-time,Public Sector,154,False
118144,F,25,GEL,U,Full-time,Public Sector,84,False
118145,F,25,FLE,U,Part-time,Technology,84,False
118146,F,25,ZEE,U,Unemployed,Not Applicable,63,True
118147,F,57,OVE,U,Part-time,Healthcare,151,False
118148,M,49,DRE,J,Full-time,Education,199,False
118149,M,19,GEL,U,Student,Education,23,True
118150,F,28,UTR,U,Part-time,Healthcare,38,False
118151,F,65,ZUI,J,Retired,Not Applicable,105,True
118152,F,59,LIM,U,Self-employed,Education,170,False
118153,F,22,NOB,U,Part-time,Retail,48,False
118154,M,26,LIM,M,Full-time,Manufacturing,41,False
118155,F,28,OVE,M,Self-employed,Manufacturing,120,False
118156,F,37,LIM,U,Part-time,Technology,183,False
118157,M,28,NOB,U,Full-time,Public Sector,67,False
118158,F,41,GRO,U,Full-time,Technology,177,False
118159,M,46,NOB,M,Self-employed,Technology,231,False
118160,F,58,UTR,M,Part-time,Retail,104,False
118161,F,54,NOH,C,Full-time,Education,75,False
118162,F,32,ZUI,U,Full-time,Manufacturing,168,False
118163,F,54,NOH,M,Full-time,Retail,102,False
118164,F,21,GEL,O,Part-time,Education,36,False
118165,M,42,NOH,M,Full-time,Retail,244,False
118168,F,49,NOH,U,Self-employed,Public Sector,179,False
118169,M,36,DRE,O,Full-time,Retail,216,False
118171,M,28,NOB,C,Full-time,Technology,110,False
118172,F,27,ZUI,U,Full-time,Healthcare,74,False
118173,M,59,NOB,U,Part-time,Education,150,False
118174,F,62,NOB,M,Full-time,Healthcare,242,False
118176,M,33,NOH,J,Full-time,Technology,172,False
118179,F,42,UTR,C,Full-time,Retail,101,False
118180,F,50,NOB,U,Part-time,Retail,138,False
118182,F,32,FRI,U,Full-time,Technology,168,False
118183,M,47,LIM,U,Self-employed,Education,98,False
118184,F,30,NOH,U,Full-time,Healthcare,37,False
118186,M,43,ZEE,C,Full-time,Finance,107,False
118187,F,30,OVE,M,Part-time,Manufacturing,144,False
118188,F,35,UTR,C,Full-time,Technology,107,False
118190,M,30,FLE,J,Full-time,Technology,97,False
118191,M,54,UTR,C,Self-employed,Public Sector,58,False
118193,F,53,FRI,U,Part-time,Finance,324,False
118194,M,49,GRO,U,Part-time,Manufacturing,213,False
118195,F,57,LIM,U,Self-employed,Technology,202,False
118196,M,40,NOB,C,Full-time,Education,165,False
118197,F,37,GEL,C,Self-employed,Retail,179,False
118199,M,50,ZUI,U,Full-time,Healthcare,206,False
118200,F,33,NOH,U,Full-time,Manufacturing,39,False
118201,F,54,NOH,U,Full-time,Manufacturing,195,False
118202,F,37,LIM,U,Full-time,Public Sector,205,False
118203,M,70,UTR,M,Retired,Not Applicable,111,True
118204,F,35,LIM,U,Full-time,Public Sector,128,False
118205,F,54,LIM,C,Full-time,Public Sector,185,False
118206,F,32,DRE,C,Full-time,Finance,98,False
118207,M,35,NOH,O,Part-time,Education,41,False
118209,F,28,LIM,C,Self-employed,Technology,95,False
118210,F,31,NOB,M,Full-time,Technology,156,False
118211,F,53,UTR,U,Full-time,Education,222,False
118212,M,37,UTR,J,Full-time,Education,36,False
118214,F,41,NOB,U,Part-time,Retail,62,False
118215,F,46,NOB,U,Full-time,Manufacturing,136,False
118216,F,62,GEL,C,Part-time,Technology,204,False
118217,M,58,FLE,M,Self-employed,Public Sector,255,False
118218,F,65,UTR,U,Retired,Not Applicable,223,True
118219,F,31,ZUI,M,Full-time,Manufacturing,38,False
118220,F,56,GRO,U,Full-time,Retail,244,False
118221,M,26,FRI,U,Full-time,Public Sector,96,False
118223,F,50,NOH,C,Part-time,Public Sector,260,False
118224,M,69,LIM,O,Retired,Not Applicable,175,True
118225,F,50,ZUI,O,Part-time,Retail,265,False
118226,F,59,GEL,U,Part-time,Retail,236,False
118227,F,53,FRI,U,Self-employed,Technology,123,False
118228,F,40,NOB,U,Full-time,Education,256,False
118229,M,39,ZUI,C,Full-time,Manufacturing,117,False
118230,F,66,NOH,U,Retired,Not Applicable,252,True
118231,F,51,UTR,C,Part-time,Retail,64,False
118232,F,30,UTR,O,Full-time,Manufacturing,64,False
118233,F,54,NOB,C,Full-time,Manufacturing,228,False
118234,M,58,ZUI,U,Part-time,Education,84,False
118235,M,54,ZUI,J,Full-time,Public Sector,214,False
118236,F,29,GRO,U,Full-time,Manufacturing,49,False
118237,F,42,NOH,U,Full-time,Retail,199,False
118238,M,30,NOB,U,Part-time,Healthcare,40,False
118239,M,20,NOB,J,Part-time,Finance,27,False
118240,F,74,UTR,U,Retired,Not Applicable,251,True
118241,F,25,GEL,U,Unemployed,Not Applicable,84,True
118242,M,31,UTR,U,Self-employed,Technology,135,False
118243,M,37,NOB,J,Full-time,Technology,221,False
118244,F,54,UTR,U,Full-time,Public Sector,219,False
118245,M,34,ZUI,U,Self-employed,Manufacturing,20,False
118246,M,28,ZUI,O,Part-time,Retail,45,False
118247,M,56,GEL,O,Full-time,Public Sector,237,False
118248,F,40,NOH,C,Full-time,Finance,201,False
118249,F,26,NOB,O,Full-time,Public Sector,75,False
118250,M,35,OVE,M,Self-employed,Technology,63,False
118252,F,36,LIM,U,Full-time,Education,171,False
118253,F,23,NOB,C,Full-time,Education,36,False
118254,F,25,GEL,M,Full-time,Finance,84,False
118255,F,33,ZUI,M,Part-time,Education,77,False
118256,M,49,NOH,C,Full-time,Public Sector,200,False
118257,F,48,UTR,C,Full-time,Technology,216,False
118258,M,68,ZUI,J,Retired,Not Applicable,90,True
118259,M,22,ZUI,C,Part-time,Retail,32,False
118260,M,36,GRO,M,Full-time,Retail,34,False
118261,F,36,LIM,U,Full-time,Finance,118,False
118263,F,55,NOH,O,Full-time,Retail,109,False
118264,F,34,GEL,M,Part-time,Retail,192,False
118265,M,30,GEL,C,Unemployed,Not Applicable,138,True
118266,M,24,ZUI,C,Unemployed,Not Applicable,51,True
118267,M,41,UTR,C,Part-time,Public Sector,276,False
118268,M,48,NOH,J,Self-employed,Public Sector,238,False
118269,M,35,GRO,M,Self-employed,Technology,77,False
118270,M,35,ZUI,J,Full-time,Education,115,False
118271,F,31,ZEE,U,Part-time,Education,61,False
118272,F,45,ZUI,C,Full-time,Education,78,False
118273,F,27,NOB,U,Full-time,Retail,108,False
118274,F,43,ZUI,C,Full-time,Education,52,False
118275,F,60,NOB,C,Part-time,Healthcare,87,False
118276,F,64,GRO,C,Full-time,Manufacturing,179,False
118277,M,45,NOB,C,Full-time,Manufacturing,65,False
118278,F,31,GEL,J,Full-time,Finance,74,False
118279,F,27,ZUI,U,Part-time,Education,108,False
118280,M,47,OVE,O,Part-time,Technology,88,False
118282,M,52,OVE,U,Full-time,Education,57,False
118283,F,49,NOH,M,Self-employed,Manufacturing,104,False
118284,M,47,ZUI,C,Full-time,Retail,219,False
118285,F,55,NOH,M,Full-time,Retail,209,False
118286,F,26,ZUI,C,Full-time,Retail,74,False
118287,F,61,UTR,C,Part-time,Public Sector,231,False
118288,M,60,UTR,M,Self-employed,Public Sector,75,False
118289,F,33,DRE,U,Full-time,Manufacturing,67,False
118290,F,33,NOH,U,Full-time,Finance,44,False
118291,F,60,NOB,J,Part-time,Healthcare,133,False
118293,F,60,NOB,J,Part-time,Education,269,False
118294,F,60,ZUI,C,Self-employed,Public Sector,86,False
118295,M,58,ZUI,U,Part-time,Healthcare,150,False
118296,M,33,NOB,U,Full-time,Manufacturing,31,False
118297,M,20,NOB,U,Part-time,Healthcare,40,False
118298,F,31,NOH,O,Full-time,Technology,60,False
118299,M,55,NOB,C,Full-time,Healthcare,94,False
118300,F,45,ZUI,C,Part-time,Retail,131,False
118301,F,20,NOH,C,Student,Education,24,True
118302,M,35,NOH,C,Full-time,Manufacturing,36,False
118303,F,34,GEL,U,Full-time,Public Sector,29,False
118304,M,41,ZUI,C,Part-time,Healthcare,148,False
118305,M,43,ZUI,M,Full-time,Manufacturing,198,False
118306,M,29,NOB,J,Full-time,Manufacturing,94,False
118307,F,52,NOH,U,Part-time,Retail,83,False
118308,F,26,GEL,U,Self-employed,Manufacturing,96,False
118309,M,36,NOB,U,Full-time,Public Sector,62,False
118310,M,57,GEL,U,Full-time,Finance,72,False
118311,F,51,ZUI,C,Full-time,Education,42,False
118312,F,31,ZUI,J,Unemployed,Not Applicable,156,True
118313,M,44,DRE,U,Part-time,Retail,184,False
118314,M,50,NOH,C,Part-time,Healthcare,238,False
118315,F,20,UTR,C,Student,Education,26,True
118316,M,79,DRE,O,Retired,Not Applicable,235,True
118317,M,59,ZUI,O,Full-time,Finance,149,False
118318,F,34,GEL,C,Full-time,Manufacturing,94,False
118321,F,60,OVE,U,Full-time,Retail,162,False
118322,M,26,LIM,U,Unemployed,Not Applicable,96,True
118323,F,27,ZUI,U,Full-time,Healthcare,81,False
118324,F,30,UTR,C,Full-time,Public Sector,144,False
118326,M,27,ZUI,M,Part-time,Healthcare,38,False
118327,F,56,NOB,U,Full-time,Education,80,False
118329,M,42,ZUI,U,Self-employed,Public Sector,29,False
118330,F,38,LIM,C,Full-time,Finance,148,False
118331,F,48,NOB,M,Part-time,Healthcare,159,False
118332,F,19,NOH,U,Self-employed,Manufacturing,23,False
118333,F,58,NOH,C,Full-time,Public Sector,185,False
118334,M,28,ZUI,C,Full-time,Finance,69,False
118335,F,20,ZEE,O,Part-time,Retail,39,False
118336,M,32,NOB,J,Full-time,Manufacturing,168,False
118337,F,26,OVE,J,Part-time,Education,96,False
118338,M,61,ZUI,U,Full-time,Retail,277,False
118339,F,57,OVE,J,Unemployed,Not Applicable,232,True
118340,F,30,ZEE,U,Full-time,Finance,144,False
118341,M,59,NOH,C,Unemployed,Not Applicable,252,True
118343,F,45,ZUI,C,Self-employed,Technology,36,False
118344,F,58,ZUI,C,Full-time,Public Sector,188,False
118345,M,65,ZUI,U,Retired,Not Applicable,199,True
118346,M,70,OVE,U,Retired,Not Applicable,116,True
118347,M,25,GEL,C,Full-time,Finance,64,False
118348,M,27,GRO,J,Unemployed,Not Applicable,59,True
118350,M,59,NOH,M,Self-employed,Technology,142,False
118351,M,23,GRO,C,Full-time,Retail,60,False
118353,M,58,LIM,U,Full-time,Public Sector,231,False
118354,F,49,NOH,U,Part-time,Retail,95,False
